adaptorId, datestamp, temperature, humidity, temperature_corrected, humidity_corrected, temperature_real, humidity_real
ce02dc19-51ad-4207-a471-269f520dd806;2018-01-13T17:43:25.000+02:00;30.9;39.0;19.2;57.5;19.8;49
ce02dc19-51ad-4207-a471-269f520dd806;2018-01-13T17:48:29.000+02:00;33.5;36.0;19.0;57.5;19.5;50
ce02dc19-51ad-4207-a471-269f520dd806;2018-01-13T17:53:33.000+02:00;34.5;35.0;18.9;57.7;19.4;50
ce02dc19-51ad-4207-a471-269f520dd806;2018-01-13T17:58:37.000+02:00;35.6;34.0;18.8;58.0;19.3;50
ce02dc19-51ad-4207-a471-269f520dd806;2018-01-13T18:03:41.000+02:00;36.0;33.0;18.7;58.1;19.3;51
ce02dc19-51ad-4207-a471-269f520dd806;2018-01-13T18:08:45.000+02:00;36.3;33.0;18.7;58.6;19.3;51
ce02dc19-51ad-4207-a471-269f520dd806;2018-01-13T18:13:49.000+02:00;36.6;32.0;18.6;58.5;19.3;51
ce02dc19-51ad-4207-a471-269f520dd806;2018-01-13T18:18:53.000+02:00;36.7;32.0;18.6;58.8;19.2;51
ce02dc19-51ad-4207-a471-269f520dd806;2018-01-13T18:23:54.000+02:00;36.7;32.0;18.6;58.9;19.2;51
ce02dc19-51ad-4207-a471-269f520dd806;2018-01-13T18:28:57.000+02:00;36.7;32.0;18.7;59.1;19.2;51
ce02dc19-51ad-4207-a471-269f520dd806;2018-01-13T18:39:05.000+02:00;36.7;31.0;18.7;59.0;19.1;52
ce02dc19-51ad-4207-a471-269f520dd806;2018-01-13T18:49:13.000+02:00;36.6;31.0;18.7;59.0;19;52
ce02dc19-51ad-4207-a471-269f520dd806;2018-01-13T18:54:17.000+02:00;36.6;31.0;18.7;59.0;19;52
ce02dc19-51ad-4207-a471-269f520dd806;2018-01-13T18:59:21.000+02:00;36.4;31.0;18.7;59.1;19;52
ce02dc19-51ad-4207-a471-269f520dd806;2018-01-13T19:04:24.000+02:00;36.6;31.0;18.7;59.0;19;52
ce02dc19-51ad-4207-a471-269f520dd806;2018-01-13T19:09:28.000+02:00;36.6;31.0;18.7;59.0;19;53
ce02dc19-51ad-4207-a471-269f520dd806;2018-01-13T19:14:31.000+02:00;36.6;30.0;18.6;58.7;19;53
