StationName;Long;Lat;ModuleName;ModuleType
Jan;12.500523;55.666613;"Jan module";Outdoor
Timestamp;"Timezone : Europe/Copenhagen";Temperature;Humidity
1515559670;"2018/01/10 05:47:50";17.9;61
1515559926;"2018/01/10 05:52:06";18.5;59
1515560234;"2018/01/10 05:57:14";19;58
1515560541;"2018/01/10 06:02:21";19.3;57
1515560848;"2018/01/10 06:07:28";19.5;56
1515561157;"2018/01/10 06:12:37";19.8;55
1515561465;"2018/01/10 06:17:45";20;55
1515561771;"2018/01/10 06:22:51";20.1;54
1515562080;"2018/01/10 06:28:00";20.2;54
1515562336;"2018/01/10 06:32:16";20.3;54
1515562644;"2018/01/10 06:37:24";20.4;53
1515562950;"2018/01/10 06:42:30";20.5;53
1515563258;"2018/01/10 06:47:38";20.6;53
1515563566;"2018/01/10 06:52:46";20.6;53
1515563874;"2018/01/10 06:57:54";20.6;53
1515564181;"2018/01/10 07:03:01";20.7;52
1515564489;"2018/01/10 07:08:09";20.7;52
1515564746;"2018/01/10 07:12:26";20.7;52
1515565053;"2018/01/10 07:17:33";20.8;54
1515565360;"2018/01/10 07:22:40";20.8;55
1515565668;"2018/01/10 07:27:48";20.8;57
1515565925;"2018/01/10 07:32:05";20.9;67
1515566232;"2018/01/10 07:37:12";21.1;71
1515566540;"2018/01/10 07:42:20";21.1;72
1515566847;"2018/01/10 07:47:27";21.2;72
1515567155;"2018/01/10 07:52:35";21.2;71
1515567462;"2018/01/10 07:57:42";21.2;70
1515567770;"2018/01/10 08:02:50";21.2;69
1515568077;"2018/01/10 08:07:57";21.2;69
1515568334;"2018/01/10 08:12:14";21.1;68
1515568641;"2018/01/10 08:17:21";21.1;68
1515568949;"2018/01/10 08:22:29";21.1;68
1515569257;"2018/01/10 08:27:37";21.1;67
1515569564;"2018/01/10 08:32:44";21.1;67
1515569873;"2018/01/10 08:37:53";21.1;67
1515570180;"2018/01/10 08:43:00";21.1;67
1515570487;"2018/01/10 08:48:07";21.1;67
1515570743;"2018/01/10 08:52:23";21.1;66
1515571051;"2018/01/10 08:57:31";21.1;66
1515571359;"2018/01/10 09:02:39";21.1;66
1515571666;"2018/01/10 09:07:46";21.1;66
1515571974;"2018/01/10 09:12:54";21.1;65
1515572282;"2018/01/10 09:18:02";21.1;65
1515572589;"2018/01/10 09:23:09";21.1;65
1515572897;"2018/01/10 09:28:17";21.1;65
1515573153;"2018/01/10 09:32:33";21.2;64
1515573461;"2018/01/10 09:37:41";21.2;64
1515573768;"2018/01/10 09:42:48";21.2;64
1515574076;"2018/01/10 09:47:56";21.2;63
1515574384;"2018/01/10 09:53:04";21.2;63
1515574692;"2018/01/10 09:58:12";21.2;63
1515575000;"2018/01/10 10:03:20";21.2;62
