1516226573;"2018/01/17 23:02:53";18.4;50;491;35;992.8
1516226876;"2018/01/17 23:07:56";18.4;50;497;35;992.8
1516227180;"2018/01/17 23:13:00";18.5;50;497;35;992.8
1516227483;"2018/01/17 23:18:03";18.5;50;505;35;992.9
1516227784;"2018/01/17 23:23:04";18.5;50;504;37;992.9
1516228087;"2018/01/17 23:28:07";18.5;50;510;37;992.9
1516228391;"2018/01/17 23:33:11";18.5;50;508;36;993
1516228694;"2018/01/17 23:38:14";18.5;50;510;36;993
1516228998;"2018/01/17 23:43:18";18.5;50;526;37;993
1516229301;"2018/01/17 23:48:21";18.4;50;528;36;993
1516229605;"2018/01/17 23:53:25";18.4;51;539;41;993
1516229908;"2018/01/17 23:58:28";18.4;51;530;38;993.2
1516230211;"2018/01/18 00:03:31";18.4;51;546;40;993.1
1516230515;"2018/01/18 00:08:35";18.4;51;554;38;993.2
1516230819;"2018/01/18 00:13:39";18.4;51;559;37;993.2
1516231122;"2018/01/18 00:18:42";18.5;51;558;37;993.2
1516231425;"2018/01/18 00:23:45";18.6;51;573;37;993.2
1516231729;"2018/01/18 00:28:49";18.7;51;571;36;993.2
1516232033;"2018/01/18 00:33:53";18.7;51;573;36;993.3
1516232336;"2018/01/18 00:38:56";18.7;51;574;37;993.3
1516232640;"2018/01/18 00:44:00";18.8;51;583;37;993.4
1516232943;"2018/01/18 00:49:03";18.8;51;584;37;993.3
1516233247;"2018/01/18 00:54:07";18.8;50;574;37;993.3
1516233550;"2018/01/18 00:59:10";18.8;51;582;38;993.4
1516233854;"2018/01/18 01:04:14";18.8;51;588;38;993.4
1516234157;"2018/01/18 01:09:17";18.8;51;592;38;993.3
1516234461;"2018/01/18 01:14:21";18.7;51;598;39;993.3
1516234764;"2018/01/18 01:19:24";18.7;51;587;38;993.3
1516235067;"2018/01/18 01:24:27";18.7;51;585;38;993.3
1516235371;"2018/01/18 01:29:31";18.7;51;571;39;993.2
1516235674;"2018/01/18 01:34:34";18.6;51;562;38;993.2
