StationName;Long;Lat;ModuleName;ModuleType
Jan;12.500539;55.666787;Station;Indoor
Timestamp;"Timezone : Europe/Copenhagen";Temperature;Humidity;CO2;Noise;Pressure
1515272464;"2018/01/06 22:01:04";21.3;59;1488;38;1016
1515272765;"2018/01/06 22:06:05";21.2;59;1498;35;1016.2
1515273068;"2018/01/06 22:11:08";21.2;59;1478;36;1016.4
1515273368;"2018/01/06 22:16:08";21.2;59;1478;39;1016.5
1515273670;"2018/01/06 22:21:10";21.2;59;1474;41;1016.6
1515273971;"2018/01/06 22:26:11";21.2;59;1476;36;1016.8
1515274271;"2018/01/06 22:31:11";21.2;59;1454;36;1017
1515274572;"2018/01/06 22:36:12";21.2;59;1447;36;1017.2
1515274875;"2018/01/06 22:41:15";21.2;59;1442;37;1017.3
1515275176;"2018/01/06 22:46:16";21.2;59;1441;36;1017.4
1515275477;"2018/01/06 22:51:17";21.2;59;1441;37;1017.5
1515275778;"2018/01/06 22:56:18";21.1;59;1444;37;1017.5
1515276080;"2018/01/06 23:01:20";21.1;59;1431;39;1017.6
1515276381;"2018/01/06 23:06:21";21.1;59;1412;36;1017.8
1515276682;"2018/01/06 23:11:22";21.1;59;1416;35;1017.9
1515276983;"2018/01/06 23:16:23";21;59;1406;35;1018
1515277285;"2018/01/06 23:21:25";21;59;1408;35;1018
1515277586;"2018/01/06 23:26:26";21;59;1390;35;1018
1515277888;"2018/01/06 23:31:28";21;58;1387;36;1018.1
1515278189;"2018/01/06 23:36:29";20.9;59;1389;35;1018.3
1515278490;"2018/01/06 23:41:30";20.9;59;1388;37;1018.3
1515278792;"2018/01/06 23:46:32";20.8;59;1381;35;1018.4
1515279093;"2018/01/06 23:51:33";20.8;59;1367;35;1018.4
1515279394;"2018/01/06 23:56:34";20.7;59;1359;35;1018.6
1515279696;"2018/01/07 00:01:36";20.7;59;1328;35;1018.8
1515279997;"2018/01/07 00:06:37";20.6;59;1334;35;1018.8
1515280299;"2018/01/07 00:11:39";20.6;59;1326;35;1018.9
1515280600;"2018/01/07 00:16:40";20.6;59;1321;35;1019.1
1515280902;"2018/01/07 00:21:42";20.5;59;1297;35;1019.2
1515281203;"2018/01/07 00:26:43";20.5;59;1302;35;1019.3
1515281504;"2018/01/07 00:31:44";20.4;59;1279;35;1019.3
1515281805;"2018/01/07 00:36:45";20.4;59;1292;35;1019.4
1515282107;"2018/01/07 00:41:47";20.3;59;1278;35;1019.5
1515282408;"2018/01/07 00:46:48";20.3;59;1268;35;1019.7
1515282709;"2018/01/07 00:51:49";20.2;59;1257;35;1019.8
1515283010;"2018/01/07 00:56:50";20.2;59;1255;35;1020
1515283312;"2018/01/07 01:01:52";20.1;59;1243;35;1020.1
1515283613;"2018/01/07 01:06:53";20.1;59;1235;35;1020.2
1515283914;"2018/01/07 01:11:54";20;59;1221;35;1020.3
1515284214;"2018/01/07 01:16:54";20;59;1211;35;1020.3
1515284516;"2018/01/07 01:21:56";20;59;1214;35;1020.4
1515284816;"2018/01/07 01:26:56";19.9;59;1199;35;1020.4
1515285118;"2018/01/07 01:31:58";19.9;59;1179;35;1020.5
1515285419;"2018/01/07 01:36:59";19.8;59;1184;35;1020.6
1515285720;"2018/01/07 01:42:00";19.8;59;1175;35;1020.7
1515286022;"2018/01/07 01:47:02";19.7;59;1172;35;1020.8
1515286324;"2018/01/07 01:52:04";19.7;59;1160;35;1020.8
1515286625;"2018/01/07 01:57:05";19.6;59;1162;35;1021
1515286925;"2018/01/07 02:02:05";19.6;60;1152;35;1021.1
1515287226;"2018/01/07 02:07:06";19.5;60;1149;35;1021.2
1515287529;"2018/01/07 02:12:09";19.5;60;1156;35;1021.3
