StationName;Long;Lat;ModuleName;ModuleType
Jan;12.500523;55.666613;"Jan module";Outdoor
Timestamp;"Timezone : Europe/Copenhagen";Temperature;Humidity
1515623533;"2018/01/10 23:32:13";13.3;66
1515623790;"2018/01/10 23:36:30";14;63
1515624098;"2018/01/10 23:41:38";14.7;61
1515624405;"2018/01/10 23:46:45";15.2;59
1515624713;"2018/01/10 23:51:53";15.7;57
1515625021;"2018/01/10 23:57:01";16;56
1515625328;"2018/01/11 00:02:08";16.3;54
1515625636;"2018/01/11 00:07:16";16.6;54
1515625943;"2018/01/11 00:12:23";16.8;53
1515626200;"2018/01/11 00:16:40";16.9;52
1515626507;"2018/01/11 00:21:47";17;52
1515626815;"2018/01/11 00:26:55";17.1;51
1515627123;"2018/01/11 00:32:03";17.1;51
1515627430;"2018/01/11 00:37:10";17.2;50
1515627738;"2018/01/11 00:42:18";17.2;50
1515628045;"2018/01/11 00:47:25";17.2;50
1515628353;"2018/01/11 00:52:33";17.2;50
1515628609;"2018/01/11 00:56:49";17.2;50
1515628916;"2018/01/11 01:01:56";17.2;49
1515629225;"2018/01/11 01:07:05";17.2;49
1515629532;"2018/01/11 01:12:12";17.2;49
1515629840;"2018/01/11 01:17:20";17.2;49
1515630148;"2018/01/11 01:22:28";17.2;49
1515630455;"2018/01/11 01:27:35";17.1;49
1515630763;"2018/01/11 01:32:43";17.1;49
1515631019;"2018/01/11 01:36:59";17.1;49
1515631327;"2018/01/11 01:42:07";17.1;49
1515631634;"2018/01/11 01:47:14";17;49
1515631942;"2018/01/11 01:52:22";17;48
1515632250;"2018/01/11 01:57:30";17;48
1515632557;"2018/01/11 02:02:37";16.9;48
1515632865;"2018/01/11 02:07:45";16.9;48
1515633171;"2018/01/11 02:12:51";16.9;48
1515633428;"2018/01/11 02:17:08";16.9;48
1515633736;"2018/01/11 02:22:16";16.8;48
1515634044;"2018/01/11 02:27:24";16.8;48
1515634352;"2018/01/11 02:32:32";16.8;48
1515634659;"2018/01/11 02:37:39";16.8;48
1515634967;"2018/01/11 02:42:47";16.7;48
1515635274;"2018/01/11 02:47:54";16.7;48
1515635581;"2018/01/11 02:53:01";16.7;48
1515635837;"2018/01/11 02:57:17";16.6;48
1515636146;"2018/01/11 03:02:26";16.6;48
1515636454;"2018/01/11 03:07:34";16.6;48
1515636761;"2018/01/11 03:12:41";16.6;48
1515637069;"2018/01/11 03:17:49";16.5;48
1515637376;"2018/01/11 03:22:56";16.5;48
1515637683;"2018/01/11 03:28:03";16.5;48
1515637992;"2018/01/11 03:33:12";16.5;48
1515638248;"2018/01/11 03:37:28";16.4;48
1515638556;"2018/01/11 03:42:36";16.4;48
1515638863;"2018/01/11 03:47:43";16.4;48
1515639171;"2018/01/11 03:52:51";16.4;48
1515639479;"2018/01/11 03:57:59";16.3;48
1515639785;"2018/01/11 04:03:05";16.3;48
1515640093;"2018/01/11 04:08:13";16.3;48
1515640299;"2018/01/11 04:11:39";16.3;48
1515640658;"2018/01/11 04:17:38";16.3;48
1515640964;"2018/01/11 04:22:44";16.2;48
1515641272;"2018/01/11 04:27:52";16.2;48
1515641581;"2018/01/11 04:33:01";16.2;48
1515641888;"2018/01/11 04:38:08";16.2;48
1515642196;"2018/01/11 04:43:16";16.2;48
1515642503;"2018/01/11 04:48:23";16.1;48
1515642760;"2018/01/11 04:52:40";16.1;48
1515643067;"2018/01/11 04:57:47";16.1;48
1515643375;"2018/01/11 05:02:55";16.1;48
1515643683;"2018/01/11 05:08:03";16.1;48
1515643990;"2018/01/11 05:13:10";16;48
1515644298;"2018/01/11 05:18:18";16;48
1515644606;"2018/01/11 05:23:26";16;48
1515644862;"2018/01/11 05:27:42";16;48
1515645168;"2018/01/11 05:32:48";16;48
1515645476;"2018/01/11 05:37:56";16;48
1515645785;"2018/01/11 05:43:05";15.9;48
1515646092;"2018/01/11 05:48:12";15.9;49
1515646399;"2018/01/11 05:53:19";15.9;49
1515646707;"2018/01/11 05:58:27";15.9;49
1515647015;"2018/01/11 06:03:35";15.9;49
1515647272;"2018/01/11 06:07:52";15.9;49
1515647579;"2018/01/11 06:12:59";15.8;49
1515647887;"2018/01/11 06:18:07";15.8;48
1515648193;"2018/01/11 06:23:13";15.8;49
1515648501;"2018/01/11 06:28:21";15.8;49
1515648810;"2018/01/11 06:33:30";15.8;49
1515649117;"2018/01/11 06:38:37";15.8;49
1515649425;"2018/01/11 06:43:45";15.8;49
1515649681;"2018/01/11 06:48:01";15.7;49
1515649988;"2018/01/11 06:53:08";15.7;49
1515650295;"2018/01/11 06:58:15";15.7;49
1515650603;"2018/01/11 07:03:23";15.7;49
1515650911;"2018/01/11 07:08:31";15.7;49
1515651218;"2018/01/11 07:13:38";15.7;49
1515651526;"2018/01/11 07:18:46";15.7;49
1515651782;"2018/01/11 07:23:02";15.6;49
1515652090;"2018/01/11 07:28:10";15.6;49
1515652397;"2018/01/11 07:33:17";15.6;49
1515652705;"2018/01/11 07:38:25";15.6;49
1515653013;"2018/01/11 07:43:33";15.6;49
1515653320;"2018/01/11 07:48:40";15.6;49
1515653628;"2018/01/11 07:53:48";15.6;49
1515653936;"2018/01/11 07:58:56";15.5;49
1515654192;"2018/01/11 08:03:12";15.5;49
1515654500;"2018/01/11 08:08:20";15.5;49
1515654807;"2018/01/11 08:13:27";15.5;49
1515655115;"2018/01/11 08:18:35";15.5;49
1515655423;"2018/01/11 08:23:43";15.5;49
1515655731;"2018/01/11 08:28:51";15.5;49
1515656038;"2018/01/11 08:33:58";15.5;49
1515656345;"2018/01/11 08:39:05";15.4;49
1515656603;"2018/01/11 08:43:23";15.4;49
1515656910;"2018/01/11 08:48:30";15.4;49
1515657217;"2018/01/11 08:53:37";15.4;49
1515657524;"2018/01/11 08:58:44";15.4;49
