ceac6f3c-ecfb-43c2-b1ea-41f65f9129e5;2018-02-03T23:05:55.000+02:00;Bathroom3;36.4;18.0;21.7;59.0;21.4;49.0
ceac6f3c-ecfb-43c2-b1ea-41f65f9129e5;2018-02-03T23:11:54.000+02:00;Bathroom3;36.4;17.0;21.9;58.7;21.5;49.0
ceac6f3c-ecfb-43c2-b1ea-41f65f9129e5;2018-02-03T23:09:54.000+02:00;Bathroom3;36.3;18.0;21.6;58.9;21.5;49.0
ceac6f3c-ecfb-43c2-b1ea-41f65f9129e5;2018-02-03T23:15:54.000+02:00;Bathroom3;36.4;18.0;21.7;59.0;21.5;49.0
ceac6f3c-ecfb-43c2-b1ea-41f65f9129e5;2018-02-03T23:21:53.000+02:00;Bathroom3;36.4;17.0;21.9;58.7;21.5;49.0
ceac6f3c-ecfb-43c2-b1ea-41f65f9129e5;2018-02-03T23:19:53.000+02:00;Bathroom3;36.4;17.0;21.9;58.7;21.5;49.0
ceac6f3c-ecfb-43c2-b1ea-41f65f9129e5;2018-02-03T23:25:52.000+02:00;Bathroom3;36.5;17.0;22.0;58.9;21.5;49.0
ceac6f3c-ecfb-43c2-b1ea-41f65f9129e5;2018-02-03T23:31:52.000+02:00;Bathroom3;36.5;17.0;22.0;58.9;21.5;49.0
ceac6f3c-ecfb-43c2-b1ea-41f65f9129e5;2018-02-03T23:29:52.000+02:00;Bathroom3;36.6;17.0;22.1;59.1;21.5;49.0
ceac6f3c-ecfb-43c2-b1ea-41f65f9129e5;2018-02-03T23:35:51.000+02:00;Bathroom3;36.5;17.0;22.0;58.9;21.6;49.0
ceac6f3c-ecfb-43c2-b1ea-41f65f9129e5;2018-02-03T23:41:50.000+02:00;Bathroom3;36.6;17.0;22.1;59.1;21.6;48.0
ceac6f3c-ecfb-43c2-b1ea-41f65f9129e5;2018-02-03T23:39:51.000+02:00;Bathroom3;36.6;17.0;22.1;59.1;21.6;48.0
ceac6f3c-ecfb-43c2-b1ea-41f65f9129e5;2018-02-03T23:45:50.000+02:00;Bathroom3;36.5;17.0;22.0;58.9;21.6;48.0
ceac6f3c-ecfb-43c2-b1ea-41f65f9129e5;2018-02-03T23:51:49.000+02:00;Bathroom3;36.7;17.0;22.3;59.3;21.6;48.0
ceac6f3c-ecfb-43c2-b1ea-41f65f9129e5;2018-02-03T23:55:49.000+02:00;Bathroom3;36.6;17.0;22.1;59.1;21.7;48.0
ceac6f3c-ecfb-43c2-b1ea-41f65f9129e5;2018-02-04T00:01:48.000+02:00;Bathroom3;36.7;17.0;22.3;59.3;21.7;48.0
ceac6f3c-ecfb-43c2-b1ea-41f65f9129e5;2018-02-04T00:11:47.000+02:00;Bathroom3;36.7;17.0;22.3;59.3;21.7;48.0
ceac6f3c-ecfb-43c2-b1ea-41f65f9129e5;2018-02-04T00:15:46.000+02:00;Bathroom3;36.6;17.0;22.1;59.1;21.8;48.0
ceac6f3c-ecfb-43c2-b1ea-41f65f9129e5;2018-02-04T00:21:46.000+02:00;Bathroom3;36.7;17.0;22.3;59.3;21.8;48.0
ceac6f3c-ecfb-43c2-b1ea-41f65f9129e5;2018-02-04T00:25:45.000+02:00;Bathroom3;36.6;17.0;22.1;59.1;21.8;48.0
ceac6f3c-ecfb-43c2-b1ea-41f65f9129e5;2018-02-04T00:31:44.000+02:00;Bathroom3;36.7;17.0;22.3;59.3;21.8;48.0
ceac6f3c-ecfb-43c2-b1ea-41f65f9129e5;2018-02-04T00:35:44.000+02:00;Bathroom3;36.7;17.0;22.3;59.3;21.9;48.0
ceac6f3c-ecfb-43c2-b1ea-41f65f9129e5;2018-02-04T00:41:43.000+02:00;Bathroom3;36.7;17.0;22.3;59.3;21.9;48.0
