userId,locationId,name,lat,lng,gmtOffset,createdAt
aa5e52b4-c300-467d-8430-50c9dd2cefba,839acf9c-175d-4697-b8c2-c60a9836675b,XXX,XXX,XXX,32400,2018-01-20T08:33:08.000+02:00
c6b4f0e0-349e-49a8-a770-cadefa1914d7,41679b68-1d86-4796-bf7f-9f83f059e382,XXX,XXX,XXX,3600,2017-12-25T21:42:19.000+02:00
27b77aa0-f623-4419-b9c6-6a039a122321,6d93da6b-9232-494d-891f-c8e5a5ecbba0,XXX,XXX,XXX,3600,2018-01-25T13:37:51.000+02:00
27b77aa0-f623-4419-b9c6-6a039a122321,1e501c79-8c0c-4a90-b449-df809728ada3,XXX,XXX,XXX,3600,2018-01-24T15:47:01.000+02:00
dc31e90b-fc39-4c2b-822e-42cb9b0b319a,55cb28ef-7121-439e-a8c7-72fd9b825783,XXX,XXX,XXX,-18000,2018-01-20T02:12:47.000+02:00
71508623-7ac1-4e2f-9477-2a82a40e9242,f5e49b65-a49d-4099-ad18-e61904053f71,XXX,XXX,XXX,3600,2017-12-29T19:02:27.000+02:00
