StationName;Long;Lat;ModuleName;ModuleType
Jan;12.500523;55.666613;Station;Indoor
Timestamp;"Timezone : Europe/Copenhagen";Temperature;Humidity;CO2;Noise;Pressure
1515575856;"2018/01/10 10:17:36";19.8;49;658;38;1012.5
1515575882;"2018/01/10 10:18:02";19.6;49;;;1012.5
1515576186;"2018/01/10 10:23:06";16.7;51;576;37;1012.5
1515576490;"2018/01/10 10:28:10";14.1;55;536;35;1012.6
1515576794;"2018/01/10 10:33:14";12.1;58;451;36;1012.8
1515577098;"2018/01/10 10:38:18";10.6;61;429;35;1012.9
1515577400;"2018/01/10 10:43:20";9.6;63;410;35;1013
1515577703;"2018/01/10 10:48:23";8.7;64;399;36;1013
1515578008;"2018/01/10 10:53:28";8.1;66;388;35;1013.2
1515578311;"2018/01/10 10:58:31";7.5;67;376;36;1013.3
1515578615;"2018/01/10 11:03:35";7.2;68;379;35;1013.3
1515578833;"2018/01/10 11:07:13";6.9;69;374;35;1013.2
1515579137;"2018/01/10 11:12:17";6.7;69;368;35;1013.2
1515579438;"2018/01/10 11:17:18";6.5;70;370;35;1013.3
1515579741;"2018/01/10 11:22:21";6.4;71;364;35;1013.1
1515580044;"2018/01/10 11:27:24";6.3;71;372;35;1013.1
1515580348;"2018/01/10 11:32:28";6.2;72;363;35;1013
1515580652;"2018/01/10 11:37:32";6.2;72;365;35;1012.9
1515580956;"2018/01/10 11:42:36";6.1;73;352;39;1012.9
1515581259;"2018/01/10 11:47:39";6;73;347;36;1013
1515581289;"2018/01/10 11:48:09";6;73;349;;1013
1515581589;"2018/01/10 11:53:09";6;73;353;35;1013
1515581890;"2018/01/10 11:58:10";6;73;340;35;1013
1515582194;"2018/01/10 12:03:14";6;74;343;36;1013
1515582498;"2018/01/10 12:08:18";6;74;339;37;1013
1515582802;"2018/01/10 12:13:22";6;74;341;37;1013
1515583105;"2018/01/10 12:18:25";6;74;344;38;1013.1
1515583409;"2018/01/10 12:23:29";6;74;344;38;1013.1
1515583713;"2018/01/10 12:28:33";6;74;349;38;1013.2
1515584013;"2018/01/10 12:33:33";5.9;74;343;37;1013.2
1515584316;"2018/01/10 12:38:36";6;75;340;36;1013.1
1515584620;"2018/01/10 12:43:40";5.9;75;342;36;1013
1515584924;"2018/01/10 12:48:44";6;75;336;36;1013
1515585227;"2018/01/10 12:53:47";5.9;75;335;35;1012.9
1515585531;"2018/01/10 12:58:51";5.9;75;335;36;1012.7
1515585835;"2018/01/10 13:03:55";5.9;75;335;35;1012.7
1515586135;"2018/01/10 13:08:55";6;76;342;35;1012.7
1515586438;"2018/01/10 13:13:58";6;76;331;35;1012.7
1515586742;"2018/01/10 13:19:02";6;76;339;36;1012.6
1515587046;"2018/01/10 13:24:06";6;76;336;35;1012.6
1515587350;"2018/01/10 13:29:10";6;76;337;35;1012.6
