1516403103;"2018/01/20 00:05:03";5.5;78
1516403411;"2018/01/20 00:10:11";5.5;78
1516403719;"2018/01/20 00:15:19";5.5;78
1516404026;"2018/01/20 00:20:26";5.5;78
1516404334;"2018/01/20 00:25:34";5.5;78
1516404642;"2018/01/20 00:30:42";5.5;78
1516404898;"2018/01/20 00:34:58";5.5;78
1516405206;"2018/01/20 00:40:06";5.5;78
1516405513;"2018/01/20 00:45:13";5.5;78
1516405821;"2018/01/20 00:50:21";5.5;78
1516406128;"2018/01/20 00:55:28";5.5;78
1516406436;"2018/01/20 01:00:36";5.5;78
1516406744;"2018/01/20 01:05:44";5.5;78
1516407051;"2018/01/20 01:10:51";5.5;78
1516407308;"2018/01/20 01:15:08";5.5;78
1516407615;"2018/01/20 01:20:15";5.5;79
1516407923;"2018/01/20 01:25:23";5.5;79
1516408230;"2018/01/20 01:30:30";5.5;79
1516408538;"2018/01/20 01:35:38";5.5;79
1516408846;"2018/01/20 01:40:46";5.5;79
1516409153;"2018/01/20 01:45:53";5.5;79
1516409461;"2018/01/20 01:51:01";5.5;79
1516409768;"2018/01/20 01:56:08";5.5;79
1516410024;"2018/01/20 02:00:24";5.5;79
1516410332;"2018/01/20 02:05:32";5.5;79
1516410640;"2018/01/20 02:10:40";5.5;79
1516410948;"2018/01/20 02:15:48";5.5;79
1516411255;"2018/01/20 02:20:55";5.5;79
1516411563;"2018/01/20 02:26:03";5.5;79
1516411871;"2018/01/20 02:31:11";5.5;79
1516412178;"2018/01/20 02:36:18";5.5;79
1516412435;"2018/01/20 02:40:35";5.5;79
1516412742;"2018/01/20 02:45:42";5.5;79
1516413050;"2018/01/20 02:50:50";5.5;79
1516413357;"2018/01/20 02:55:57";5.5;79
1516413665;"2018/01/20 03:01:05";5.5;79
1516413973;"2018/01/20 03:06:13";5.5;79
1516414280;"2018/01/20 03:11:20";5.5;79
1516414588;"2018/01/20 03:16:28";5.5;79
1516414844;"2018/01/20 03:20:44";5.5;79
1516415152;"2018/01/20 03:25:52";5.5;79
1516415459;"2018/01/20 03:30:59";5.5;79
1516415767;"2018/01/20 03:36:07";5.6;79
1516416075;"2018/01/20 03:41:15";5.6;79
1516416382;"2018/01/20 03:46:22";5.6;79
1516416690;"2018/01/20 03:51:30";5.6;79
1516416998;"2018/01/20 03:56:38";5.6;79
1516417305;"2018/01/20 04:01:45";5.6;79
1516417560;"2018/01/20 04:06:00";5.6;79
1516417868;"2018/01/20 04:11:08";5.6;79
1516418177;"2018/01/20 04:16:17";5.6;79
1516418484;"2018/01/20 04:21:24";5.6;79
1516418792;"2018/01/20 04:26:32";5.6;79
1516419100;"2018/01/20 04:31:40";5.6;79
1516419407;"2018/01/20 04:36:47";5.6;79
1516419715;"2018/01/20 04:41:55";5.6;79
1516419971;"2018/01/20 04:46:11";5.6;79
1516420279;"2018/01/20 04:51:19";5.6;79
1516420585;"2018/01/20 04:56:25";5.6;79
1516420893;"2018/01/20 05:01:33";5.6;79
1516421202;"2018/01/20 05:06:42";5.6;79
1516421509;"2018/01/20 05:11:49";5.6;79
1516421816;"2018/01/20 05:16:56";5.6;79
1516422123;"2018/01/20 05:22:03";5.6;79
1516422381;"2018/01/20 05:26:21";5.6;79
1516422688;"2018/01/20 05:31:28";5.6;79
1516422996;"2018/01/20 05:36:36";5.6;79
1516423304;"2018/01/20 05:41:44";5.6;79
1516423610;"2018/01/20 05:46:50";5.6;79
1516423918;"2018/01/20 05:51:58";5.6;79
1516424227;"2018/01/20 05:57:07";5.6;79
1516424534;"2018/01/20 06:02:14";5.6;79
1516424841;"2018/01/20 06:07:21";5.6;79
1516425097;"2018/01/20 06:11:37";5.6;79
1516425406;"2018/01/20 06:16:46";5.6;79
1516425713;"2018/01/20 06:21:53";5.6;79
1516426021;"2018/01/20 06:27:01";5.6;79
1516426329;"2018/01/20 06:32:09";5.6;79
1516426635;"2018/01/20 06:37:15";5.6;79
1516426943;"2018/01/20 06:42:23";5.6;79
1516427251;"2018/01/20 06:47:31";5.6;79
1516427508;"2018/01/20 06:51:48";5.6;79
1516427814;"2018/01/20 06:56:54";5.6;79
1516428122;"2018/01/20 07:02:02";5.6;79
1516428431;"2018/01/20 07:07:11";5.6;79
1516428738;"2018/01/20 07:12:18";5.6;79
1516429046;"2018/01/20 07:17:26";5.6;79
1516429353;"2018/01/20 07:22:33";5.6;79
1516429661;"2018/01/20 07:27:41";5.6;79
1516429917;"2018/01/20 07:31:57";5.6;79
1516430225;"2018/01/20 07:37:05";5.6;79
1516430533;"2018/01/20 07:42:13";5.7;79
1516430840;"2018/01/20 07:47:20";5.6;79
1516431148;"2018/01/20 07:52:28";5.6;79
1516431456;"2018/01/20 07:57:36";5.7;79
1516431763;"2018/01/20 08:02:43";5.7;79
1516432071;"2018/01/20 08:07:51";5.7;79
1516432327;"2018/01/20 08:12:07";5.7;79
1516432634;"2018/01/20 08:17:14";5.7;79
1516432941;"2018/01/20 08:22:21";5.7;79
1516433249;"2018/01/20 08:27:29";5.7;79
1516433557;"2018/01/20 08:32:37";5.7;79
1516433864;"2018/01/20 08:37:44";5.7;79
1516434172;"2018/01/20 08:42:52";5.7;79
1516434479;"2018/01/20 08:47:59";5.7;79
1516434736;"2018/01/20 08:52:16";5.7;79
1516435044;"2018/01/20 08:57:24";5.7;79
1516435352;"2018/01/20 09:02:32";5.7;79
1516435660;"2018/01/20 09:07:40";5.7;79
1516435967;"2018/01/20 09:12:47";5.7;79
1516436274;"2018/01/20 09:17:54";5.7;79
1516436581;"2018/01/20 09:23:01";5.7;79
1516436889;"2018/01/20 09:28:09";5.6;79
1516437145;"2018/01/20 09:32:25";5.5;79
1516437454;"2018/01/20 09:37:34";5.5;79
1516437762;"2018/01/20 09:42:42";5.5;79
1516438068;"2018/01/20 09:47:48";5.5;79
1516438376;"2018/01/20 09:52:56";5.5;79
1516438684;"2018/01/20 09:58:04";5.6;79
1516438991;"2018/01/20 10:03:11";5.6;79
1516439299;"2018/01/20 10:08:19";5.6;79
1516439555;"2018/01/20 10:12:35";5.6;79
1516439863;"2018/01/20 10:17:43";5.6;79
1516440170;"2018/01/20 10:22:50";5.6;79
1516440479;"2018/01/20 10:27:59";5.6;79
